Customer ID,Customer_Name,Segment,Recency,Frequency,Monetary,Recency_log,Frequency_log,Monetary_log,Recency_scaled,Frequency_scaled,Monetary_scaled,Cluster
DF-13135,David Flashing,Consumer,10,18,10240.3839,2.397895273,2.944438979,9.234192036,-0.9241156266,0.4608628595,0.6569527868,2
DF-3135,David Flashing,Consumer,44,4,1301.652,3.80666249,1.609437912,7.172157465,0.1282333715,-1.351609003,-0.9424151818,1
DG-13300,Deirdre Greer,Corporate,31,28,13731.428,3.465735903,3.36729583,9.527515322,-0.1264387616,1.034956891,0.8844620028,2
DG-3300,Deirdre Greer,Corporate,15,6,2982.312,2.772588722,1.945910149,8.000789372,-0.6442196499,-0.8947955393,-0.2997065931,1
DH-13075,Dave Hallsten,Corporate,76,25,14128.6781,4.343805422,3.258096538,9.556032694,0.5294790986,0.886701845,0.9065808227,2
DH-13675,Duane Huffman,Home Office,22,17,7817.3085,3.135494216,2.890371758,8.964223506,-0.3731292752,0.3874581861,0.4475581308,2
DH-3075,Dave Hallsten,Corporate,160,10,2063.682,5.081404365,2.397895273,7.632731498,1.08046545,-0.2811553412,-0.5851819104,1
DH-3675,Duane Huffman,Home Office,21,12,4661.844,3.091042453,2.564949357,8.447380841,-0.4063347383,-0.05435340408,0.04668143639,2
DJ-13420,Denny Joy,Corporate,23,28,22142.43114,3.17805383,3.36729583,10.00529617,-0.3413372467,1.034956891,1.255041329,2
DJ-13510,Don Jones,Corporate,7,31,15420.2879,2.079441542,3.465735903,9.643504165,-1.162000538,1.168604621,0.9744259843,2
DJ-13630,Doug Jacobs,Consumer,13,27,12560.13,2.63905733,3.33220451,9.438362404,-0.7439675895,0.9873149589,0.8153126668,2
DJ-3420,Denny Joy,Corporate,2,4,419.64,1.098612289,1.609437912,6.041777361,-1.894679911,-1.351609003,-1.819167569,1
DJ-3510,Don Jones,Corporate,7,7,5976.69,2.079441542,2.079441542,8.695789485,-1.162000538,-0.7135058775,0.2393536801,2
DJ-3630,Doug Jacobs,Consumer,35,6,1293.948,3.583518938,1.945910149,7.166225819,-0.03845484346,-0.8947955393,-0.9470159221,1
DK-12835,Damala Kotsonis,Corporate,22,32,17590.5547,3.135494216,3.496507561,9.775174219,-0.3731292752,1.21038194,1.076552724,2
DK-12895,Dana Kaydos,Consumer,46,22,18340.62916,3.850147602,3.135494216,9.816928573,0.1607167466,0.7202500986,1.108938493,2
DK-12985,Darren Koutras,Consumer,2,35,14823.9685,1.098612289,3.583518938,9.604068099,-1.894679911,1.328513435,0.9438383397,2
DK-13090,Dave Kipp,Consumer,9,36,19178.6392,2.302585093,3.610917913,9.861604537,-0.9953123232,1.36571181,1.14359034,2
DK-13150,David Kendrick,Corporate,11,22,15983.711,2.48490665,3.135494216,9.679387982,-0.8591181349,0.7202500986,1.002258412,2
DK-13225,Dean Katz,Corporate,2,29,9246.4686,1.098612289,3.401197382,9.132105128,-1.894679911,1.080983527,0.5777715099,2
DK-13375,Dennis Kane,Consumer,5,26,16258.534,1.791759469,3.295836866,9.696434723,-1.376899023,0.937940218,1.01548031,2
DK-2835,Damala Kotsonis,Corporate,22,11,3373.143,3.135494216,2.48490665,8.123896645,-0.3731292752,-0.1630238457,-0.2042213706,1
DK-2895,Dana Kaydos,Consumer,147,6,1292.13,4.997212274,1.945910149,7.164820915,1.017573965,-0.8947955393,-0.9481056023,1
DK-2985,Darren Koutras,Consumer,1207,1,81.432,7.096721378,0.6931471806,4.411973711,2.585907097,-2.595616376,-3.083285926,1
DK-3090,Dave Kipp,Consumer,69,3,273.768,4.248495242,1.386294361,5.615927105,0.458282402,-1.654561127,-2.14946817,1
DK-3150,David Kendrick,Corporate,58,14,1577.874,4.077537444,2.708050201,7.364467214,0.3305769405,0.1399282778,-0.7932547091,1
DK-3225,Dean Katz,Corporate,66,8,1407.984,4.204692619,2.197224577,7.250624156,0.4255618463,-0.553597063,-0.8815543633,1
DK-3375,Dennis Kane,Consumer,118,10,3846.78,4.779123493,2.397895273,8.255251638,0.8546616629,-0.2811553412,-0.1023390014,1
DL-12865,Dan Lawera,Consumer,58,34,11185.7181,4.077537444,3.555348061,9.32248247,0.3305769405,1.290267082,0.7254331574,2
DL-12925,Daniel Lacy,Consumer,58,21,11364.6808,4.077537444,3.091042453,9.338353638,0.3305769405,0.6598999079,0.7377432507,2
DL-13315,Delfina Latchford,Consumer,19,27,18505.6005,2.995732274,3.33220451,9.825882731,-0.477531435,0.9873149589,1.115883572,2
DL-13330,Denise Leinenbach,Consumer,13,34,16781.631,2.63905733,3.555348061,9.728099762,-0.7439675895,1.290267082,1.040040543,2
DL-13495,Dionis Lloyd,Corporate,23,27,15872.184,3.17805383,3.33220451,9.672386424,-0.3413372467,0.9873149589,0.9968278197,2
DL-2865,Dan Lawera,Consumer,203,7,1502.964,5.318119994,2.079441542,7.315859568,1.257292006,-0.7135058775,-0.8309560709,1
DL-2925,Daniel Lacy,Consumer,38,7,831.996,3.663561646,2.079441542,6.72502884,0.02133705275,-0.7135058775,-1.289219843,1
DL-3315,Delfina Latchford,Consumer,48,6,1746.87,3.891820298,1.945910149,7.466153183,0.1918462475,-0.8947955393,-0.7143844107,1
DL-3330,Denise Leinenbach,Consumer,706,3,1159.35,6.561030666,1.386294361,7.056476963,2.185746178,-1.654561127,-1.032140007,1
DL-3495,Dionis Lloyd,Corporate,283,5,773.604,5.648974238,1.791759469,6.652351931,1.5044401,-1.104079095,-1.345589956,1
DM-12955,Dario Medina,Corporate,41,32,19862.57592,3.737669618,3.496507561,9.896642978,0.076695702,1.21038194,1.170767071,2
DM-13015,Darrin Martin,Consumer,6,30,15626.5318,1.945910149,3.433987204,9.656789497,-1.261748478,1.125500818,0.9847304352,2
DM-13345,Denise Monton,Corporate,3,27,17054.8905,1.386294361,3.33220451,9.744250907,-1.679781426,0.9873149589,1.052567793,2
DM-13525,Don Miller,Corporate,36,19,9640.38168,3.610917913,2.995732274,9.173819705,-0.01798781194,0.5305014951,0.6101264273,2
DM-2955,Dario Medina,Corporate,13,9,2437.407,2.63905733,2.302585093,7.799100236,-0.7439675895,-0.410553754,-0.4561419641,1
DM-3015,Darrin Martin,Consumer,3,6,2105.79,1.386294361,1.945910149,7.652920741,-1.679781426,-0.8947955393,-0.5695226055,1
DM-3345,Denise Monton,Corporate,146,6,4998.42,4.990432587,1.945910149,8.517077185,1.012509539,-0.8947955393,0.1007397439,1
DM-3525,Don Miller,Corporate,322,6,2191.266,5.777652323,1.945910149,7.692690991,1.600562619,-0.8947955393,-0.5386757589,1
DN-13690,Duane Noonan,Consumer,20,24,13098.338,3.044522438,3.218875825,9.480316974,-0.4410851863,0.8334536186,0.8478537286,2
DN-3690,Duane Noonan,Consumer,13,5,1815.954,2.63905733,1.791759469,7.504916752,-0.7439675895,-1.104079095,-0.6843183724,1
DO-13435,Denny Ordway,Consumer,65,32,15280.8855,4.189654742,3.496507561,9.634423452,0.4143285532,1.21038194,0.9673827455,2
DO-13645,Doug O'Connell,Consumer,27,25,12083.48092,3.33220451,3.258096538,9.39967734,-0.2261867012,0.886701845,0.7853075186,2
DO-3435,Denny Ordway,Consumer,37,10,3515.73,3.63758616,2.397895273,8.16528686,0.001933366489,-0.2811553412,-0.1721180373,1
DO-3645,Doug O'Connell,Consumer,42,5,1689.252,3.761200116,1.791759469,7.432632909,0.09427298168,-1.104079095,-0.740383612,1
DP-13000,Darren Powers,Consumer,62,31,13882.7624,4.143134726,3.465735903,9.538475264,0.3795781052,1.168604621,0.8929628202,2
DP-13105,Dave Poirier,Corporate,7,25,18930.0322,2.079441542,3.258096538,9.84855777,-1.162000538,0.886701845,1.133470926,2
DP-13165,David Philippe,Consumer,8,25,22211.28212,2.197224577,3.258096538,10.00840066,-1.07401662,0.886701845,1.257449257,2
DP-13390,Dennis Pardue,Home Office,1,27,10282.7912,0.6931471806,3.33220451,9.238324265,-2.197562315,0.9873149589,0.6601578516,2
DP-3000,Darren Powers,Consumer,15,10,2093.61,2.772588722,2.397895273,7.647122658,-0.6442196499,-0.2811553412,-0.5740197508,1
DP-3105,Dave Poirier,Corporate,65,6,6970.716,4.189654742,1.945910149,8.849616671,0.4143285532,-0.8947955393,0.3586660712,1
DP-3165,David Philippe,Consumer,8,6,1517.952,2.197224577,1.945910149,7.325775902,-1.07401662,-0.8947955393,-0.8232647026,1
DP-3390,Dennis Pardue,Home Office,13,6,1376.13,2.63905733,1.945910149,7.227756902,-0.7439675895,-0.8947955393,-0.8992908037,1
DR-12880,Dan Reichenbach,Corporate,4,32,14415.3383,1.609437912,3.496507561,9.576117447,-1.513093211,1.21038194,0.9221590822,2
DR-12940,Daniel Raglin,Home Office,28,33,25641.46492,3.36729583,3.526360525,10.15200504,-0.1999734881,1.250911987,1.36883257,2
DR-2880,Dan Reichenbach,Corporate,5,8,2291.463,1.791759469,2.197224577,7.737382064,-1.376899023,-0.553597063,-0.5040121931,1
DR-2940,Daniel Raglin,Home Office,40,8,2288.4,3.713572067,2.197224577,7.736045053,0.0586948329,-0.553597063,-0.5050492137,1
DS-13030,Darrin Sayre,Home Office,94,26,11644.2965,4.553876892,3.295836866,9.362657644,0.6864024697,0.937940218,0.7565940736,2
DS-13180,David Smith,Corporate,15,31,13447.412,2.772588722,3.465735903,9.506616311,-0.6442196499,1.168604621,0.868252183,2
DS-3030,Darrin Sayre,Home Office,49,6,1636.512,3.912023005,1.945910149,7.400933296,0.2069376682,-0.8947955393,-0.7649706617,1
DS-3180,David Smith,Corporate,72,2,185.136,4.290459441,1.098612289,5.226477589,0.4896296553,-2.045134344,-2.451535405,1
DV-13045,Darrin Van Huff,Corporate,20,24,18106.01292,3.044522438,3.218875825,9.804054596,-0.4410851863,0.8334536186,1.0989531,2
DV-13465,Dianna Vittorini,Consumer,30,20,12910.87688,3.433987204,3.044522438,9.465902855,-0.1501550367,0.5967417416,0.8366737612,2
DV-3045,Darrin Van Huff,Corporate,34,13,4640.319,3.555348061,2.63905733,8.442753872,-0.05949848629,0.04625970977,0.04309263791,2
DV-3465,Dianna Vittorini,Consumer,14,5,4037.82,2.708050201,1.791759469,8.303707849,-0.69242992,-1.104079095,-0.06475509583,1
DW-13195,David Wiener,Corporate,7,26,9689.3171,2.079441542,3.295836866,9.178882429,-1.162000538,0.937940218,0.6140532083,2
DW-13480,Dianna Wilson,Home Office,66,23,16336.8556,4.204692619,3.17805383,9.701240124,0.4255618463,0.7780314034,1.019207504,2
DW-13540,Don Weiss,Consumer,13,20,13166.415,2.63905733,3.044522438,9.485500496,-0.7439675895,0.5967417416,0.8518742043,2
DW-13585,Dorothy Wardle,Corporate,6,37,12143.0436,1.945910149,3.63758616,9.40459409,-1.261748478,1.401918109,0.7891210786,2
DW-3195,David Wiener,Corporate,1064,4,1241.226,6.970730078,1.609437912,7.124660211,2.491791606,-1.351609003,-0.9792552956,1
DW-3480,Dianna Wilson,Home Office,56,12,7118.106,4.043051268,2.564949357,8.870537435,0.3048157697,-0.05435340408,0.3748927626,2
DW-3540,Don Weiss,Consumer,55,4,1216.587,4.025351691,1.609437912,7.10462631,0.291594187,-1.351609003,-0.9947941128,1
DW-3585,Dorothy Wardle,Corporate,29,4,461.874,3.401197382,1.609437912,6.137454879,-0.1746490318,-1.351609003,-1.744957582,1
Dl-13600,Dorris liebe,Corporate,6,20,11912.7634,1.945910149,3.044522438,9.385449599,-1.261748478,0.5967417416,0.7742721106,2
Dl-3600,Dorris liebe,Corporate,112,10,2809.056,4.727387819,2.397895273,7.940959691,0.8160151183,-0.2811553412,-0.346112059,1
Dp-13240,Dean percer,Home Office,19,28,22225.61032,2.995732274,3.36729583,10.00904551,-0.477531435,1.034956891,1.257949419,2
Dp-3240,Dean percer,Home Office,26,7,609.3,3.295836866,2.079441542,6.41395064,-0.2533533285,-0.7135058775,-1.530500235,1
EA-14035,Erin Ashbrook,Corporate,94,31,11387.06772,4.553876892,3.465735903,9.340321395,0.6864024697,1.168604621,0.7392694947,2
EA-4035,Erin Ashbrook,Corporate,166,3,131.808,5.117993812,1.386294361,4.888904476,1.107797764,-1.654561127,-2.713365945,1
EB-13705,Ed Braxton,Corporate,49,30,12382.2841,3.912023005,3.433987204,9.424102786,0.2069376682,1.125500818,0.8042525336,2
EB-13750,Edward Becker,Corporate,33,20,8489.991,3.526360525,3.044522438,9.046760998,-0.08115217401,0.5967417416,0.5115763695,2
EB-13840,Ellis Ballard,Corporate,3,25,20188.15894,1.386294361,3.258096538,9.912901053,-1.679781426,0.886701845,1.18337726,2
EB-13870,Emily Burns,Consumer,16,19,6850.9837,2.833213344,2.995732274,8.832293481,-0.5989330623,0.5305014951,0.3452297511,2
EB-13930,Eric Barreto,Consumer,20,18,9533.9519,3.044522438,2.944438979,9.162719473,-0.4410851863,0.4608628595,0.6015167972,2
EB-13975,Erica Bern,Corporate,1,32,13405.6013,0.6931471806,3.496507561,9.503502499,-2.197562315,1.21038194,0.8658370288,2
EB-14110,Eugene Barchas,Consumer,36,24,13665.4673,3.610917913,3.218875825,9.522700469,-0.01798781194,0.8334536186,0.8807274768,2
EB-14170,Evan Bailliet,Consumer,20,23,6736.4391,3.044522438,3.17805383,8.815435176,-0.4410851863,0.7780314034,0.3321540091,2
EB-3705,Ed Braxton,Corporate,399,3,3141.63,5.991464547,1.386294361,8.052815308,1.760280333,-1.654561127,-0.2593539157,1
EB-3750,Edward Becker,Corporate,185,6,939.153,5.225746674,1.945910149,6.846042628,1.188289143,-0.8947955393,-1.195358383,1
EB-3840,Ellis Ballard,Corporate,44,6,1797.738,3.80666249,1.945910149,7.494840587,0.1282333715,-0.8947955393,-0.6921337094,1
EB-3870,Emily Burns,Consumer,498,5,184.872,6.212606096,1.791759469,5.225058265,1.925473052,-1.104079095,-2.45263627,1
EB-3930,Eric Barreto,Consumer,8,9,2433.516,2.197224577,2.302585093,7.797503248,-1.07401662,-0.410553754,-0.4573806301,1
EB-3975,Erica Bern,Corporate,36,9,2713.62,3.610917913,2.302585093,7.906407259,-0.01798781194,-0.410553754,-0.3729118291,1
EB-4110,Eugene Barchas,Consumer,21,10,2417.757,3.091042453,2.397895273,7.791009051,-0.4063347383,-0.2811553412,-0.4624176992,1
EB-4170,Evan Bailliet,Consumer,55,6,1267.62,4.025351691,1.945910149,7.145684974,0.291594187,-0.8947955393,-0.9629479385,1
EC-14050,Erin Creighton,Consumer,54,19,4430.2361,4.007333185,2.995732274,8.396433853,0.2781343649,0.5305014951,0.007165619462,2
EC-4050,Erin Creighton,Consumer,163,7,2301.315,5.099866428,2.079441542,7.741670417,1.094256609,-0.7135058775,-0.5006860342,1
ED-13885,Emily Ducich,Home Office,16,31,18018.879,2.833213344,3.465735903,9.799230816,-0.5989330623,1.168604621,1.09521165,2
ED-3885,Emily Ducich,Home Office,57,8,525.474,4.060443011,2.197224577,6.266201948,0.3178074001,-0.553597063,-1.645097987,1
EG-13900,Emily Grady,Consumer,23,21,16562.35068,3.17805383,3.091042453,9.714947743,-0.3413372467,0.6598999079,1.029839493,2
EG-3900,Emily Grady,Consumer,52,11,6549.951,3.970291914,2.48490665,8.787365509,0.2504645379,-0.1630238457,0.3103824407,2
EH-13765,Edward Hooks,Corporate,3,29,20259.916,1.386294361,3.401197382,9.916448989,-1.679781426,1.080983527,1.186129132,2
EH-13945,Eric Hoffmann,Consumer,58,27,7832.68602,4.077537444,3.33220451,8.966188434,0.3305769405,0.9873149589,0.4490821807,2
EH-13990,Erica Hackney,Consumer,45,26,8807.0846,3.828641396,3.295836866,9.083425283,0.144651613,0.937940218,0.5400141484,2
EH-14005,Erica Hernandez,Home Office,3,28,10374.9381,1.386294361,3.36729583,9.24724476,-1.679781426,1.034956891,0.6670768214,2
EH-14125,Eugene Hildebrand,Home Office,103,31,17408.31362,4.644390899,3.465735903,9.764760608,0.754016426,1.168604621,1.068475654,2
EH-14185,Evan Henry,Consumer,68,29,12800.51382,4.234106505,3.401197382,9.45731871,0.4475340162,1.080983527,0.8300156737,2
EH-3765,Edward Hooks,Corporate,129,9,1010.382,4.86753445,2.302585093,6.919072991,0.920704641,-0.410553754,-1.138714122,1
EH-3945,Eric Hoffmann,Consumer,112,9,2518.74,4.727387819,2.302585093,7.831911001,0.8160151183,-0.410553754,-0.4306930767,1
EH-3990,Erica Hackney,Consumer,34,6,672.489,3.555348061,1.945910149,6.512471663,-0.05949848629,-0.8947955393,-1.454084752,1
EH-4005,Erica Hernandez,Home Office,197,7,2629.674,5.288267031,2.079441542,7.874995366,1.234991845,-0.7135058775,-0.3972757154,1
EH-4125,Eugene Hildebrand,Home Office,23,13,5012.22,3.17805383,2.63905733,8.519833702,-0.3413372467,0.04625970977,0.1028777711,2
EH-4185,Evan Henry,Consumer,122,8,3577.77,4.812184355,2.197224577,8.182774445,0.8793581244,-0.553597063,-0.1585542085,1
EJ-13720,Ed Jacobs,Consumer,50,22,8969.44,3.931825633,3.135494216,9.101690006,0.2217302292,0.7202500986,0.5541807455,2
EJ-14155,Eva Jacobs,Consumer,28,23,12324.8446,3.36729583,3.17805383,9.419453524,-0.1999734881,0.7780314034,0.8006464445,2
EJ-3720,Ed Jacobs,Consumer,157,8,1727.964,5.062595033,2.197224577,7.455277664,1.06641488,-0.553597063,-0.7228197475,1
EJ-4155,Eva Jacobs,Consumer,23,5,2631.99,3.17805383,1.791759469,7.875875362,-0.3413372467,-1.104079095,-0.396593168,1
EK-13795,Eileen Kiefer,Home Office,45,17,5597.3462,3.828641396,2.890371758,8.630226512,0.144651613,0.3874581861,0.1885013227,2
EK-3795,Eileen Kiefer,Home Office,213,6,1531.083,5.365976015,1.945910149,7.334383526,1.29304045,-0.8947955393,-0.8165884041,1
EL-13735,Ed Ludwig,Home Office,54,23,10515.862,4.007333185,3.17805383,9.260735153,0.2781343649,0.7780314034,0.6775403228,2
EL-3735,Ed Ludwig,Home Office,27,11,3691.392,3.33220451,2.48490665,8.214029766,-0.2261867012,-0.1630238457,-0.134311764,1
EM-13810,Eleni McCrary,Corporate,79,23,13549.72804,4.382026635,3.17805383,9.514195555,0.5580303415,0.7780314034,0.8741308427,2
EM-13825,Elizabeth Moffitt,Corporate,56,26,14128.07816,4.043051268,3.295836866,9.555990234,0.3048157697,0.937940218,0.9065478892,2
EM-13960,Eric Murdock,Consumer,3,37,25228.52948,1.386294361,3.63758616,10.13577039,-1.679781426,1.401918109,1.356240551,2
EM-14065,Erin Mull,Consumer,17,17,12108.30958,2.890371758,2.890371758,9.401729823,-0.5562357317,0.3874581861,0.7868994779,2
EM-14095,Eudokia Martin,Corporate,9,17,10889.6997,2.302585093,2.890371758,9.295664465,-0.9953123232,0.3874581861,0.7046324117,2
EM-14140,Eugene Moren,Home Office,25,30,21507.29126,3.258096538,3.433987204,9.97619378,-0.2815453505,1.125500818,1.232468755,2
EM-14200,Evan Minnotte,Home Office,42,23,17087.77766,3.761200116,3.17805383,9.74617725,0.09427298168,0.7780314034,1.054061915,2
EM-3810,Eleni McCrary,Corporate,59,6,1032.879,4.094344562,1.945910149,6.941073027,0.3431318565,-0.8947955393,-1.121650319,1
EM-3825,Elizabeth Moffitt,Corporate,483,6,378.258,6.182084907,1.945910149,5.938216712,1.902673726,-0.8947955393,-1.899491918,1
EM-3960,Eric Murdock,Consumer,195,8,2855.874,5.278114659,2.197224577,7.957483299,1.227408024,-0.553597063,-0.3332959162,1
EM-4065,Erin Mull,Consumer,53,9,3213.246,3.988984047,2.302585093,8.075348084,0.2644275598,-0.410553754,-0.2418769053,1
EM-4095,Eudokia Martin,Corporate,132,9,2833.56,4.890349128,2.302585093,7.949642001,0.9377472034,-0.410553754,-0.339377832,1
EM-4140,Eugene Moren,Home Office,94,6,1900.791,4.553876892,1.945910149,7.550551353,0.6864024697,-0.8947955393,-0.6489229817,1
EM-4200,Evan Minnotte,Home Office,152,4,2585.898,5.030437921,1.609437912,7.858214753,1.042393521,-1.351609003,-0.4102911977,1
EN-13780,Edward Nazzal,Consumer,15,20,6333.9164,2.772588722,3.044522438,8.753831896,-0.6442196499,0.5967417416,0.2843728931,2
EN-3780,Edward Nazzal,Consumer,206,8,734.856,5.332718793,2.197224577,6.601034447,1.268197308,-0.553597063,-1.385393139,1
EP-13915,Emily Phan,Consumer,13,33,16283.35774,2.63905733,3.526360525,9.697960278,-0.7439675895,1.250911987,1.016663571,2
EP-3915,Emily Phan,Consumer,76,3,487.95,4.343805422,1.386294361,6.192260235,0.5294790986,-1.654561127,-1.702449114,1
ER-13855,Elpida Rittenbach,Corporate,70,19,13396.0,4.262679877,2.995732274,9.50278608,0.4688783232,0.5305014951,0.8652813557,2
ER-3855,Elpida Rittenbach,Corporate,54,7,3736.296,4.007333185,2.079441542,8.226117634,0.2781343649,-0.7135058775,-0.1249360967,1
ES-14020,Erica Smith,Consumer,1,32,12827.27294,0.6931471806,3.496507561,9.459406837,-2.197562315,1.21038194,0.8316352799,2
ES-14080,Erin Smith,Corporate,29,24,16236.0058,3.401197382,3.218875825,9.695048225,-0.1746490318,0.8334536186,1.014404906,2
ES-4020,Erica Smith,Consumer,29,7,1892.778,3.401197382,2.079441542,7.546329055,-0.1746490318,-0.7135058775,-0.6521979066,1
ES-4080,Erin Smith,Corporate,146,9,1925.544,4.990432587,2.302585093,7.563483003,1.012509539,-0.410553754,-0.6388928553,1
FA-14230,Frank Atkinson,Corporate,23,29,13535.0628,3.17805383,3.401197382,9.513112721,-0.3413372467,1.080983527,0.8732909687,2
FA-4230,Frank Atkinson,Corporate,185,6,814.572,5.225746674,1.945910149,6.703889708,1.188289143,-0.8947955393,-1.305615908,1
FC-14245,Frank Carlisle,Home Office,43,23,10867.8088,3.784189634,3.17805383,9.293652388,0.1114461499,0.7780314034,0.7030717918,2
FC-14335,Fred Chung,Corporate,108,23,8770.73964,4.691347882,3.17805383,9.079290428,0.7890932886,0.7780314034,0.5368070467,2
FC-4245,Frank Carlisle,Home Office,492,6,1540.638,6.200509174,1.945910149,7.340600767,1.916436653,-0.8947955393,-0.81176615,1
FC-4335,Fred Chung,Corporate,111,4,550.95,4.718498871,1.609437912,6.313457462,0.8093750753,-1.351609003,-1.608445373,1
FG-14260,Frank Gastineau,Home Office,35,18,9396.5055,3.583518938,2.944438979,9.148199561,-0.03845484346,0.4608628595,0.5902547729,2
FG-4260,Frank Gastineau,Home Office,111,9,308.211,4.718498871,2.302585093,5.734023892,0.8093750753,-0.410553754,-2.057869212,1
FH-14275,Frank Hawley,Corporate,5,23,13569.566,1.791759469,3.17805383,9.515658462,-1.376899023,0.7780314034,0.8752655115,2
FH-14350,Fred Harton,Consumer,2,20,10654.52882,1.098612289,3.044522438,9.273834174,-1.894679911,0.5967417416,0.6877002667,2
FH-14365,Fred Hopkins,Corporate,2,30,27649.32652,1.098612289,3.433987204,10.22739282,-1.894679911,1.125500818,1.4273053,2
FH-4275,Frank Hawley,Corporate,135,5,113.064,4.912654886,1.791759469,4.736759694,0.9544096025,-1.104079095,-2.831373418,1
FH-4350,Fred Harton,Consumer,15,3,110.481,2.772588722,1.386294361,4.713854173,-0.6442196499,-1.654561127,-2.84913954,1
FH-4365,Fred Hopkins,Corporate,167,9,2751.348,5.123963979,2.302585093,7.920209645,1.112257479,-0.410553754,-0.362206338,1
FM-14215,Filia McAdams,Corporate,8,31,14353.3978,2.197224577,3.465735903,9.571811641,-1.07401662,1.168604621,0.9188193869,2
FM-14290,Frank Merwin,Home Office,37,30,14382.31922,3.63758616,3.433987204,9.573824427,0.001933366489,1.125500818,0.9203805559,2
FM-14380,Fred McMath,Consumer,146,21,6598.3977,4.990432587,3.091042453,8.794733666,1.012509539,0.6598999079,0.3160973763,2
FM-4215,Filia McAdams,Corporate,97,6,2935.614,4.584967479,1.945910149,7.985012496,0.7096271357,-0.8947955393,-0.3119435508,1
FM-4290,Frank Merwin,Home Office,3,8,2002.71,1.386294361,2.197224577,7.602755741,-1.679781426,-0.553597063,-0.6084318921,2
FM-4380,Fred McMath,Consumer,2,6,843.54,1.098612289,1.945910149,6.7387921,-1.894679911,-0.8947955393,-1.278544699,1
FO-14305,Frank Olsen,Consumer,23,37,15614.2155,3.17805383,3.63758616,9.65600107,-0.3413372467,1.401918109,0.9841189112,2
FO-4305,Frank Olsen,Consumer,52,10,2158.446,3.970291914,2.397895273,7.677606986,0.2504645379,-0.2811553412,-0.5503753077,1
FP-14320,Frank Preis,Consumer,24,29,9939.0502,3.218875825,3.401197382,9.20432735,-0.31084322,1.080983527,0.6337889549,2
FP-4320,Frank Preis,Consumer,28,5,816.582,3.36729583,1.791759469,6.706351204,-0.1999734881,-1.104079095,-1.303706707,1
FW-14395,Fred Wasserman,Corporate,64,26,16972.7481,4.17438727,3.295836866,9.7394232,0.4029237527,0.937940218,1.048823298,2
FW-4395,Fred Wasserman,Corporate,1,8,1220.811,0.6931471806,2.197224577,7.108089463,-2.197562315,-0.553597063,-0.9921080008,1
GA-14515,George Ashbrook,Consumer,23,24,12488.67232,3.17805383,3.218875825,9.432657367,-0.3413372467,0.8334536186,0.810887691,2
GA-14725,Guy Armstrong,Consumer,3,24,8817.5455,1.386294361,3.218875825,9.084612226,-1.679781426,0.8334536186,0.5409347724,2
GA-4515,George Ashbrook,Consumer,36,7,1318.389,3.610917913,2.079441542,7.18492403,-0.01798781194,-0.7135058775,-0.9325131006,1
GA-4725,Guy Armstrong,Consumer,71,4,1460.796,4.276666119,1.609437912,7.287421096,0.4793260448,-1.351609003,-0.8530136942,1
GB-14530,George Bell,Corporate,34,25,11657.753,3.555348061,3.258096538,9.363812507,-0.05949848629,0.886701845,0.7574898161,2
GB-14575,Giulietta Baptist,Consumer,14,24,10748.99238,2.708050201,3.218875825,9.282660325,-0.69242992,0.8334536186,0.6945460598,2
GB-4530,George Bell,Corporate,114,5,525.9,4.744932128,1.791759469,6.267010777,0.8291207162,-1.104079095,-1.644470638,1
GB-4575,Giulietta Baptist,Consumer,210,6,1821.912,5.351858133,1.945910149,7.508190501,1.282494393,-0.8947955393,-0.6817791664,1
GD-14590,Giulietta Dortch,Corporate,6,29,18005.0006,1.945910149,3.401197382,9.798460348,-1.261748478,1.080983527,1.094614054,2
GD-4590,Giulietta Dortch,Corporate,353,4,700.692,5.869296913,1.609437912,6.553494561,1.66902112,-1.351609003,-1.422266318,1
GG-14650,Greg Guthrie,Corporate,34,28,12902.96276,3.555348061,3.36729583,9.465289734,-0.05949848629,1.034956891,0.8361982083,2
GG-4650,Greg Guthrie,Corporate,104,5,1000.422,4.65396035,1.791759469,6.909176269,0.7611648052,-1.104079095,-1.146390279,1
GH-14410,Gary Hansen,Home Office,21,36,13659.59598,3.091042453,3.610917913,9.522270762,-0.4063347383,1.36571181,0.8803941845,2
GH-14425,Gary Hwang,Consumer,19,31,20039.763,2.995732274,3.465735903,9.905523628,-0.477531435,1.168604621,1.177655136,2
GH-14485,Gene Hale,Corporate,52,21,14692.6742,3.970291914,3.091042453,9.595172354,0.2504645379,0.6598999079,0.9369385667,2
GH-14665,Greg Hansen,Consumer,3,29,12921.45162,1.386294361,3.401197382,9.466721513,-1.679781426,1.080983527,0.8373087338,2
GH-4410,Gary Hansen,Home Office,298,9,1610.22,5.700443573,2.302585093,7.384746935,1.542887689,-0.410553754,-0.7775252266,1
GH-4425,Gary Hwang,Consumer,22,10,4585.83,3.135494216,2.397895273,8.430944433,-0.3731292752,-0.2811553412,0.03393292769,2
GH-4485,Gene Hale,Corporate,86,4,794.622,4.465908119,1.609437912,6.679124199,0.6206898033,-1.351609003,-1.324824684,1
GH-4665,Greg Hansen,Consumer,2,9,1077.069,1.098612289,2.302585093,6.982926757,-1.894679911,-0.410553754,-1.089187471,1
GK-14620,Grace Kelly,Corporate,13,24,19215.7699,2.63905733,3.218875825,9.863538609,-0.7439675895,0.8334536186,1.145090457,2
